dataset,n_subjects,n_records,n_tasks,modality of exp,type of exp,Type Subject,duration_hours_total,size,size_bytes,source,dataset_title,record_modality,nchans_set,sampling_freqs,license,doi
ds005963,0,0,0,,Unknown,Unknown,0,Unknown,244698664.0,openneuro,FRESH Motor Dataset,['fnirs'],"[{""val"": null, ""count"": 200}, {""val"": 136, ""count"": 40}]","[{""val"": null, ""count"": 200}, {""val"": 8.928571428571429, ""count"": 40}]",CC0,doi:10.18112/openneuro.ds005963.v1.0.0
ds005964,0,0,0,,Unknown,Unknown,0,Unknown,65461433.0,openneuro,FRESH Audio Dataset,['fnirs'],"[{""val"": null, ""count"": 85}, {""val"": 66, ""count"": 17}]","[{""val"": null, ""count"": 85}, {""val"": 5.208333333333333, ""count"": 17}]",CC0,doi:10.18112/openneuro.ds005964.v1.0.0
ds006012,0,0,0,,Unknown,Unknown,0,Unknown,76309397809.0,openneuro,A geometric shape regularity effect in the human brain: MEG dataset,meg,"[{""val"": 336, ""count"": 172}, {""val"": null, ""count"": 20}, {""val"": 333, ""count"": 1}]","[{""val"": 1000.0, ""count"": 173}, {""val"": null, ""count"": 20}]",CC0,doi:10.18112/openneuro.ds006012.v1.0.1
ds006018,0,0,0,,Unknown,Unknown,0,Unknown,11372008786.0,openneuro,Cognitive Electrophysiology in Socioeconomic Context in Adulthood: An EEG dataset,eeg,"[{""val"": 27, ""count"": 357}]","[{""val"": 500.0, ""count"": 357}]",CC0,doi:10.18112/openneuro.ds006018.v1.2.2
ds006033,0,0,0,,Unknown,Unknown,0,Unknown,16449271220.0,openneuro,Synchronous EEG and fMRI dataset on inner speech,eeg,"[{""val"": 64, ""count"": 5}]","[{""val"": 5000.0, ""count"": 5}]",CC0,doi:10.18112/openneuro.ds006033.v1.0.1
ds006035,0,0,0,,Unknown,Unknown,0,Unknown,3295034095.0,openneuro,somatomotor,meg,"[{""val"": 388, ""count"": 12}, {""val"": 387, ""count"": 3}]","[{""val"": 1004.01611328125, ""count"": 15}]",CC0,doi:10.18112/openneuro.ds006035.v1.0.0
ds006036,0,0,0,,Unknown,Unknown,0,Unknown,1125336650.0,openneuro,"A complementary dataset of open-eyes EEG recordings in a photo-stimulation setting from: Alzheimer's disease, Frontotemporal dementia and Healthy subjects",eeg,"[{""val"": 19, ""count"": 88}]","[{""val"": 500.0, ""count"": 88}]",CC0,doi:10.18112/openneuro.ds006036.v1.0.5
ds006040,0,0,0,,Unknown,Unknown,0,Unknown,185217927063.0,openneuro,Sustained Attention Task (gradCPT) Dataset using simultaneous EEG-fMRI and DTI,eeg,"[{""val"": 63, ""count"": 391}, {""val"": null, ""count"": 1}]","[{""val"": 5000.0, ""count"": 391}, {""val"": null, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds006040.v1.0.1
ds006065,0,0,0,,Unknown,Unknown,0,Unknown,10343281171.0,openneuro,TSS_iEEG,ieeg,"[{""val"": 168, ""count"": 15}, {""val"": 175, ""count"": 10}, {""val"": 68, ""count"": 5}, {""val"": 82, ""count"": 5}, {""val"": 43, ""count"": 5}, {""val"": 181, ""count"": 5}]","[{""val"": 500.0, ""count"": 45}]",CC0,doi:10.18112/openneuro.ds006065.v1.0.0
ds006095,0,0,0,,Unknown,Unknown,0,Unknown,139411715731.0,openneuro,Mind in Motion Older Adults Walking Over Uneven Terrain,eeg,"[{""val"": 284, ""count"": 1053}, {""val"": 310, ""count"": 115}, {""val"": 336, ""count"": 14}]","[{""val"": 500.0, ""count"": 1182}]",CC0,doi:10.18112/openneuro.ds006095.v1.0.0
ds006104,0,0,0,,Unknown,Unknown,0,Unknown,46128446170.0,openneuro,EEG dataset for speech decoding,eeg,"[{""val"": 61, ""count"": 53}, {""val"": 83, ""count"": 3}]","[{""val"": 2000.0, ""count"": 56}]",CC0,doi:10.18112/openneuro.ds006104.v1.0.1
ds006107,0,0,0,,Unknown,Unknown,0,Unknown,12778446176.0,openneuro,iEEG_Neural_spatial_volatility,ieeg,"[{""val"": 128, ""count"": 30}, {""val"": 112, ""count"": 19}, {""val"": 104, ""count"": 7}, {""val"": 118, ""count"": 6}, {""val"": 108, ""count"": 6}, {""val"": 124, ""count"": 5}, {""val"": 102, ""count"": 5}, {""val"": 132, ""count"": 5}, {""val"": 100, ""count"": 5}, {""val"": 120, ""count"": 5}, {""val"": 106, ""count"": 5}, {""val"": 130, ""count"": 4}, {""val"": 138, ""count"": 4}, {""val"": 58, ""count"": 4}, {""val"": 140, ""count"": 3}, {""val"": 116, ""count"": 3}, {""val"": 110, ""count"": 3}, {""val"": 86, ""count"": 2}, {""val"": 34, ""count"": 2}, {""val"": 84, ""count"": 2}, {""val"": 114, ""count"": 2}, {""val"": 64, ""count"": 2}, {""val"": 136, ""count"": 2}, {""val"": 150, ""count"": 2}, {""val"": 72, ""count"": 2}, {""val"": 144, ""count"": 2}, {""val"": 126, ""count"": 2}, {""val"": 98, ""count"": 2}, {""val"": 80, ""count"": 1}, {""val"": 68, ""count"": 1}, {""val"": 94, ""count"": 1}, {""val"": 48, ""count"": 1}, {""val"": 78, ""count"": 1}, {""val"": 52, ""count"": 1}, {""val"": 73, ""count"": 1}, {""val"": 70, ""count"": 1}, {""val"": 134, ""count"": 1}, {""val"": 44, ""count"": 1}, {""val"": 82, ""count"": 1}, {""val"": 56, ""count"": 1}, {""val"": 74, ""count"": 1}, {""val"": 69, ""count"": 1}, {""val"": 38, ""count"": 1}, {""val"": 164, ""count"": 1}, {""val"": 88, ""count"": 1}, {""val"": 28, ""count"": 1}, {""val"": 109, ""count"": 1}, {""val"": 156, ""count"": 1}, {""val"": 122, ""count"": 1}, {""val"": 46, ""count"": 1}, {""val"": 133, ""count"": 1}, {""val"": 90, ""count"": 1}, {""val"": 96, ""count"": 1}, {""val"": 54, ""count"": 1}]","[{""val"": 1000.0, ""count"": 167}]",CC0,doi:10.18112/openneuro.ds006107.v1.0.0
ds006126,0,0,0,,Unknown,Unknown,0,Unknown,1159689297.0,openneuro,TDCS Modulation of Visual Cortex in Motor Imagery,eeg,"[{""val"": 3, ""count"": 90}]","[{""val"": 5000.0, ""count"": 90}]",CC0,doi:10.18112/openneuro.ds006126.v1.0.0
ds006136,0,0,0,,Unknown,Unknown,0,Unknown,299778229.0,openneuro,OWM-Dataset,['ieeg'],"[{""val"": 8, ""count"": 2}, {""val"": 12, ""count"": 2}, {""val"": 7, ""count"": 2}, {""val"": 9, ""count"": 2}, {""val"": 18, ""count"": 1}, {""val"": 17, ""count"": 1}, {""val"": 6, ""count"": 1}, {""val"": 14, ""count"": 1}, {""val"": 5, ""count"": 1}, {""val"": 11, ""count"": 1}]","[{""val"": 1000.0, ""count"": 14}]",CC0,doi:10.18112/openneuro.ds006136.v1.0.1
ds006142,0,0,0,,Unknown,Unknown,0,Unknown,26073650133.0,openneuro,Essex EEG Movie Memory dataset,eeg,"[{""val"": 65, ""count"": 27}]","[{""val"": 2048.0, ""count"": 27}]",CC0,doi:10.18112/openneuro.ds006142.v1.0.2
ds006159,0,0,0,,Unknown,Unknown,0,Unknown,122876896735.0,openneuro,Implicit Learning EEG (BioSemi),['eeg'],"[{""val"": null, ""count"": 469}, {""val"": 73, ""count"": 14}]","[{""val"": null, ""count"": 469}, {""val"": 1024.0, ""count"": 14}]",CC0,doi:10.18112/openneuro.ds006159.v1.0.0
ds006171,0,0,0,,Unknown,Unknown,0,Unknown,72833078851.0,openneuro,"EEG data during three near-threshold visual detection tasks: a no-cue task, a noninformative cue task (50% validity), and an informative cue task (100% validity)",eeg,"[{""val"": 144, ""count"": 104}]","[{""val"": 1024.0, ""count"": 104}]",CC0,doi:10.18112/openneuro.ds006171.v1.0.0
ds006222,0,0,0,,Unknown,Unknown,0,Unknown,15825503664.0,openneuro,MultisensoryFlickerHealthyYoungAdults_AllSubjectsRawData,['eeg'],"[{""val"": 40, ""count"": 70}]","[{""val"": 512.0, ""count"": 70}]",CC0,doi:10.18112/openneuro.ds006222.v1.0.0
ds006233,0,0,0,,Unknown,Unknown,0,Unknown,18579703387.0,openneuro,Picture naming,ieeg,"[{""val"": null, ""count"": 347}]","[{""val"": 1000.0, ""count"": 347}]",CC0,doi:10.18112/openneuro.ds006233.v1.0.0
ds006234,0,0,0,,Unknown,Unknown,0,Unknown,47167316634.0,openneuro,Auditory naming,ieeg,"[{""val"": 128, ""count"": 269}, {""val"": 138, ""count"": 14}, {""val"": 136, ""count"": 11}, {""val"": 112, ""count"": 9}, {""val"": 140, ""count"": 8}, {""val"": 164, ""count"": 8}, {""val"": 134, ""count"": 7}, {""val"": 110, ""count"": 6}, {""val"": 150, ""count"": 5}, {""val"": 156, ""count"": 5}, {""val"": 142, ""count"": 5}, {""val"": 130, ""count"": 4}, {""val"": 132, ""count"": 4}, {""val"": 148, ""count"": 4}, {""val"": 144, ""count"": 4}, {""val"": 152, ""count"": 3}, {""val"": 84, ""count"": 3}, {""val"": 118, ""count"": 3}, {""val"": 96, ""count"": 3}, {""val"": 64, ""count"": 2}, {""val"": 58, ""count"": 1}]","[{""val"": 1000.0, ""count"": 378}]",CC0,doi:10.18112/openneuro.ds006234.v1.0.0
ds006260,0,0,0,,Unknown,Unknown,0,Unknown,2908201731.0,openneuro,Dataset of psychophysiological data from children with learning difficulties who strengthen reading and math skills through assistive technology,eeg,"[{""val"": 32, ""count"": 366}]","[{""val"": 256.0, ""count"": 366}]",CC0,doi:10.18112/openneuro.ds006260.v1.0.1
ds006269,0,0,0,,Unknown,Unknown,0,Unknown,114536455305.0,openneuro,Tethered EEG Recordings in Syngap1 rats,eeg,"[{""val"": 32, ""count"": 40}]","[{""val"": 1000.0, ""count"": 40}]",CC0,doi:10.18112/openneuro.ds006269.v1.0.0
ds006317,0,0,0,,Unknown,Unknown,0,Unknown,56822054258.0,openneuro,Chisco-2.0,eeg,"[{""val"": 127, ""count"": 64}]","[{""val"": 1000.0, ""count"": 64}]",CC0,doi:10.18112/openneuro.ds006317.v1.1.0
ds006334,0,0,0,,Unknown,Unknown,0,Unknown,184579713477.0,openneuro,Neocortical and Hippocampal Theta Oscillations Track Audiovisual Integration and Replay of Speech Memories,['meg'],"[{""val"": 331, ""count"": 74}, {""val"": 332, ""count"": 54}]","[{""val"": 1000.0, ""count"": 128}]",CC0,doi:10.18112/openneuro.ds006334.v1.0.0
ds006366,0,0,0,,Unknown,Unknown,0,Unknown,6526725895.0,openneuro,Mouse Sleep Staging Validation dataset (MSSV),eeg,"[{""val"": 3, ""count"": 71}, {""val"": 2, ""count"": 43}, {""val"": 5, ""count"": 34}]","[{""val"": 128.0, ""count"": 148}]",CC0,doi:10.18112/openneuro.ds006366.v1.0.1
ds006367,0,0,0,,Unknown,Unknown,0,Unknown,29810755955.0,openneuro,Memory Reactivation Levels Remain Unaffected by Anticipated Interference,eeg,"[{""val"": 30, ""count"": 52}]","[{""val"": 1000.0, ""count"": 52}]",CC0,doi:10.18112/openneuro.ds006367.v1.0.1
ds006370,0,0,0,,Unknown,Unknown,0,Unknown,43035741246.0,openneuro,Memory Reactivation Levels Remain Unaffected by Anticipated Interference Experiment 2 Dataset,eeg,"[{""val"": 30, ""count"": 56}]","[{""val"": 1000.0, ""count"": 56}]",CC0,doi:10.18112/openneuro.ds006370.v1.0.1
ds006374,0,0,0,,Unknown,Unknown,0,Unknown,45902030075.0,openneuro,Expectation effects on repetition suppression in nociception,['eeg'],"[{""val"": 35, ""count"": 358}]","[{""val"": 2000.0, ""count"": 358}]",CC0,doi:10.18112/openneuro.ds006374.v1.0.0
ds006377,0,0,0,,Unknown,Unknown,0,Unknown,1480974514.0,openneuro,InclusionStudy,['fnirs'],"[{""val"": null, ""count"": 3105}, {""val"": 52, ""count"": 690}]","[{""val"": null, ""count"": 3105}, {""val"": 10.172526041666666, ""count"": 643}, {""val"": 10.172526041666664, ""count"": 24}, {""val"": 10.172526041666668, ""count"": 21}, {""val"": 10.172526043256445, ""count"": 2}]",CC0,doi:10.18112/openneuro.ds006377.v1.0.2
ds006386,0,0,0,,Unknown,Unknown,0,Unknown,24666877908.0,openneuro,PhysioMotion_Artifact,['eeg'],"[{""val"": 59, ""count"": 180}]","[{""val"": 1000.0, ""count"": 180}]",CC0,doi:10.18112/openneuro.ds006386.v1.0.1
ds006392,0,0,0,,Unknown,Unknown,0,Unknown,33603727.0,openneuro,HED schema library for SCORE annotations example,['ieeg'],"[{""val"": null, ""count"": 588}, {""val"": 166, ""count"": 1}]","[{""val"": null, ""count"": 588}, {""val"": 512.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds006392.v1.0.1
ds006394,0,0,0,,Unknown,Unknown,0,Unknown,560818153.0,openneuro,Electrophysiological markers of surprise-induced failures of visual and auditory awareness,eeg,"[{""val"": 16, ""count"": 60}]","[{""val"": 125.0, ""count"": 60}]",CC0,doi:10.18112/openneuro.ds006394.v1.0.3
ds006434,0,0,0,,Unknown,Unknown,0,Unknown,110646361086.0,openneuro,The auditory brainstem response to natural speech is not affected by selective attention,eeg,"[{""val"": 32, ""count"": 52}, {""val"": 2, ""count"": 28}, {""val"": 1, ""count"": 24}, {""val"": 3, ""count"": 14}]","[{""val"": 10000.0, ""count"": 52}, {""val"": 1000.0, ""count"": 28}, {""val"": 500.0, ""count"": 24}, {""val"": 25000.0, ""count"": 14}]",CC0,doi:10.18112/openneuro.ds006434.v1.2.0
ds006437,0,0,0,,Unknown,Unknown,0,Unknown,4631684039.0,openneuro,LIGHT Hypnotherapy,eeg,"[{""val"": 64, ""count"": 63}]","[{""val"": 256.0, ""count"": 63}]",CC0,doi:10.18112/openneuro.ds006437.v1.1.0
ds006446,0,0,0,,Unknown,Unknown,0,Unknown,17285482171.0,openneuro,Cueing the future to reduce temporal discounting,eeg,"[{""val"": 65, ""count"": 29}]","[{""val"": 2048.0, ""count"": 29}]",CC0,doi:10.18112/openneuro.ds006446.v1.0.0
ds006459,0,0,0,,Unknown,Unknown,0,Unknown,176977615.0,openneuro,High-DensityvSparsefNIRS_WordColorStroop_Sparse_Anderson_2025,['fnirs'],"[{""val"": null, ""count"": 119}, {""val"": 120, ""count"": 17}]","[{""val"": null, ""count"": 119}, {""val"": 24.414062499999996, ""count"": 15}, {""val"": 24.414062500000004, ""count"": 1}, {""val"": 24.414062499999993, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds006459.v1.0.0
ds006460,0,0,0,,Unknown,Unknown,0,Unknown,482075463.0,openneuro,High-DensityvSparsefNIRS_WordColorStroop_HD_Anderson_2025,['fnirs'],"[{""val"": null, ""count"": 119}, {""val"": 428, ""count"": 17}]","[{""val"": null, ""count"": 119}, {""val"": 17.438616071428573, ""count"": 15}, {""val"": 17.438616071428577, ""count"": 2}]",CC0,doi:10.18112/openneuro.ds006460.v1.0.0
ds006465,0,0,0,,Unknown,Unknown,0,Unknown,8768486080.0,openneuro,"3M-CPSEED：An EEG-based Dataset for Chinese Pinyin Production in Overt, Silent-intended, and Imagined Speech",eeg,"[{""val"": 32, ""count"": 59}, {""val"": 126, ""count"": 19}, {""val"": 33, ""count"": 2}]","[{""val"": 500.0, ""count"": 80}]",CC0,doi:10.18112/openneuro.ds006465.v2.0.0
ds006466,0,0,0,,Unknown,Unknown,0,Unknown,126131448388.0,openneuro,HeartBEAM: Older Adult Resting State and Auditory Oddball Task EEG Data,eeg,"[{""val"": 65, ""count"": 1257}]","[{""val"": 1000.0, ""count"": 1257}]",CC0,doi:10.18112/openneuro.ds006466.v1.0.1
ds006468,0,0,0,,Unknown,Unknown,0,Unknown,108674320301.0,openneuro,"MEG-SCANS - A comprehensive magnetoencephalography speech dataset with Stories, Chirps And Noisy Sentences.",meg,"[{""val"": 341, ""count"": 153}, {""val"": null, ""count"": 24}, {""val"": 347, ""count"": 7}, {""val"": 372, ""count"": 5}]","[{""val"": 1000.0, ""count"": 165}, {""val"": null, ""count"": 24}]",CC0,doi:10.18112/openneuro.ds006468.v1.1.2
ds006480,0,0,0,,Unknown,Unknown,0,Unknown,68786099468.0,openneuro,Young Adult Resting State and Auditory Oddball Task EEG Data,eeg,"[{""val"": 65, ""count"": 68}]","[{""val"": 1000.0, ""count"": 68}]",CC0,doi:10.18112/openneuro.ds006480.v1.0.1
ds006502,0,0,0,,Unknown,Unknown,0,Unknown,102812849034.0,openneuro,Skill learning and consolidation in healthy humans,meg,"[{""val"": null, ""count"": 1133}, {""val"": 307, ""count"": 204}, {""val"": 308, ""count"": 101}, {""val"": 310, ""count"": 51}, {""val"": 306, ""count"": 24}]","[{""val"": null, ""count"": 1133}, {""val"": 600.0, ""count"": 380}]",CC0,doi:10.18112/openneuro.ds006502.v1.0.0
ds006519,0,0,0,,Unknown,Unknown,0,Unknown,1118742821.0,openneuro,Dataset of intracranial EEG during cortical stimulations evoking negative motor responses,ieeg,"[{""val"": 35, ""count"": 5}, {""val"": 33, ""count"": 5}, {""val"": 37, ""count"": 4}, {""val"": 31, ""count"": 2}, {""val"": 32, ""count"": 2}, {""val"": 41, ""count"": 2}, {""val"": 52, ""count"": 2}, {""val"": 176, ""count"": 1}, {""val"": 56, ""count"": 1}, {""val"": 61, ""count"": 1}, {""val"": 150, ""count"": 1}, {""val"": 25, ""count"": 1}, {""val"": 63, ""count"": 1}, {""val"": 34, ""count"": 1}, {""val"": 43, ""count"": 1}, {""val"": 40, ""count"": 1}, {""val"": 101, ""count"": 1}, {""val"": 69, ""count"": 1}, {""val"": 47, ""count"": 1}, {""val"": 89, ""count"": 1}]","[{""val"": 4096.0, ""count"": 31}, {""val"": 512.0, ""count"": 4}]",CC0,doi:10.18112/openneuro.ds006519.v1.0.0
ds006525,0,0,0,,Unknown,Unknown,0,Unknown,3223158965.0,openneuro,Resting EEG,eeg,"[{""val"": 128, ""count"": 26}, {""val"": 129, ""count"": 8}]","[{""val"": 250.0, ""count"": 34}]",CC0,doi:10.18112/openneuro.ds006525.v1.0.0
ds006545,0,0,0,,Unknown,Unknown,0,Unknown,50147809917.0,openneuro,Reliability-Dubois2024,['fnirs'],"[{""val"": null, ""count"": 686}, {""val"": 6498, ""count"": 2}, {""val"": 6180, ""count"": 2}, {""val"": 3678, ""count"": 2}, {""val"": 8340, ""count"": 2}, {""val"": 12180, ""count"": 2}, {""val"": 6708, ""count"": 2}, {""val"": 12300, ""count"": 1}, {""val"": 5676, ""count"": 1}, {""val"": 3552, ""count"": 1}, {""val"": 12738, ""count"": 1}, {""val"": 8730, ""count"": 1}, {""val"": 9012, ""count"": 1}, {""val"": 4752, ""count"": 1}, {""val"": 7794, ""count"": 1}, {""val"": 5076, ""count"": 1}, {""val"": 6432, ""count"": 1}, {""val"": 11682, ""count"": 1}, {""val"": 4170, ""count"": 1}, {""val"": 9558, ""count"": 1}, {""val"": 5640, ""count"": 1}, {""val"": 7890, ""count"": 1}, {""val"": 6990, ""count"": 1}, {""val"": 6696, ""count"": 1}, {""val"": 5400, ""count"": 1}, {""val"": 6282, ""count"": 1}, {""val"": 4614, ""count"": 1}, {""val"": 7464, ""count"": 1}, {""val"": 6060, ""count"": 1}, {""val"": 9276, ""count"": 1}, {""val"": 3630, ""count"": 1}, {""val"": 13014, ""count"": 1}, {""val"": 7932, ""count"": 1}, {""val"": 3570, ""count"": 1}, {""val"": 4278, ""count"": 1}, {""val"": 5256, ""count"": 1}, {""val"": 14592, ""count"": 1}, {""val"": 15288, ""count"": 1}, {""val"": 9966, ""count"": 1}, {""val"": 8874, ""count"": 1}, {""val"": 5568, ""count"": 1}, {""val"": 11094, ""count"": 1}, {""val"": 5280, ""count"": 1}, {""val"": 14520, ""count"": 1}, {""val"": 7524, ""count"": 1}, {""val"": 16266, ""count"": 1}, {""val"": 14142, ""count"": 1}, {""val"": 8646, ""count"": 1}, {""val"": 4062, ""count"": 1}, {""val"": 4122, ""count"": 1}, {""val"": 8082, ""count"": 1}, {""val"": 7332, ""count"": 1}, {""val"": 4626, ""count"": 1}, {""val"": 3792, ""count"": 1}, {""val"": 10458, ""count"": 1}, {""val"": 4530, ""count"": 1}, {""val"": 6522, ""count"": 1}, {""val"": 16086, ""count"": 1}, {""val"": 6744, ""count"": 1}, {""val"": 6768, ""count"": 1}, {""val"": 15354, ""count"": 1}, {""val"": 5190, ""count"": 1}, {""val"": 6930, ""count"": 1}, {""val"": 10224, ""count"": 1}, {""val"": 14820, ""count"": 1}, {""val"": 8250, ""count"": 1}, {""val"": 5862, ""count"": 1}, {""val"": 13494, ""count"": 1}, {""val"": 5130, ""count"": 1}, {""val"": 4866, ""count"": 1}, {""val"": 4986, ""count"": 1}, {""val"": 11142, ""count"": 1}, {""val"": 6126, ""count"": 1}, {""val"": 12468, ""count"": 1}, {""val"": 4194, ""count"": 1}, {""val"": 7800, ""count"": 1}, {""val"": 4308, ""count"": 1}, {""val"": 9180, ""count"": 1}, {""val"": 10254, ""count"": 1}, {""val"": 9426, ""count"": 1}, {""val"": 4764, ""count"": 1}, {""val"": 5082, ""count"": 1}, {""val"": 16122, ""count"": 1}, {""val"": 7044, ""count"": 1}, {""val"": 16464, ""count"": 1}, {""val"": 5766, ""count"": 1}, {""val"": 8832, ""count"": 1}, {""val"": 4116, ""count"": 1}, {""val"": 4098, ""count"": 1}, {""val"": 8592, ""count"": 1}, {""val"": 3900, ""count"": 1}, {""val"": 4734, ""count"": 1}, {""val"": 7596, ""count"": 1}]","[{""val"": null, ""count"": 686}, {""val"": 3.759326944731349, ""count"": 1}, {""val"": 3.7593852959156377, ""count"": 1}, {""val"": 3.75933410440123, ""count"": 1}, {""val"": 3.7593847313363185, ""count"": 1}, {""val"": 3.7593764115478234, ""count"": 1}, {""val"": 3.7593790725510097, ""count"": 1}, {""val"": 3.7593806230201263, ""count"": 1}, {""val"": 3.759382410127993, ""count"": 1}, {""val"": 3.759381147438357, ""count"": 1}, {""val"": 3.7593360211640108, ""count"": 1}, {""val"": 3.7593787725752463, ""count"": 1}, {""val"": 3.759384908721897, ""count"": 1}, {""val"": 3.7593770035234657, ""count"": 1}, {""val"": 3.75933672882927, ""count"": 1}, {""val"": 3.7593316689597076, ""count"": 1}, {""val"": 3.7593343198689566, ""count"": 1}, {""val"": 3.7593374155646906, ""count"": 1}, {""val"": 3.75938158151899, ""count"": 1}, {""val"": 3.759380220764679, ""count"": 1}, {""val"": 3.7593830794615157, ""count"": 1}, {""val"": 3.7593841548655034, ""count"": 1}, {""val"": 3.7593801964283244, ""count"": 1}, {""val"": 3.7593798802765264, ""count"": 1}, {""val"": 3.759380476653631, ""count"": 1}, {""val"": 3.7593815029752466, ""count"": 1}, {""val"": 3.7593813477897906, ""count"": 1}, {""val"": 3.7593790288058946, ""count"": 1}, {""val"": 3.759383655551909, ""count"": 1}, {""val"": 3.7593335689320417, ""count"": 1}, {""val"": 3.7593809119130897, ""count"": 1}, {""val"": 3.759382548055328, ""count"": 1}, {""val"": 3.7593369412842033, ""count"": 1}, {""val"": 3.7593844649490076, ""count"": 1}, {""val"": 3.759381637968117, ""count"": 1}, {""val"": 3.7593266384012547, ""count"": 1}, {""val"": 3.7593794232712234, ""count"": 1}, {""val"": 3.759383854917815, ""count"": 1}, {""val"": 3.759377394526281, ""count"": 1}, {""val"": 3.7593816783733027, ""count"": 1}, {""val"": 3.759335491657337, ""count"": 1}, {""val"": 3.7593852258423093, ""count"": 1}, {""val"": 3.7593917495093443, ""count"": 1}, {""val"": 3.759381014194889, ""count"": 1}, {""val"": 3.7593815330436198, ""count"": 1}, {""val"": 3.7593797563033773, ""count"": 1}, {""val"": 3.759378131656764, ""count"": 1}, {""val"": 3.759332720066484, ""count"": 1}, {""val"": 3.7593859613989697, ""count"": 1}, {""val"": 3.75938652671013, ""count"": 1}, {""val"": 3.759327715365909, ""count"": 1}, {""val"": 3.759384668748248, ""count"": 1}, {""val"": 3.7593368622422507, ""count"": 1}, {""val"": 3.759379675664703, ""count"": 1}, {""val"": 3.7593783750690566, ""count"": 1}, {""val"": 3.759384688523407, ""count"": 1}, {""val"": 3.759377231180893, ""count"": 1}, {""val"": 3.7593400623176056, ""count"": 1}, {""val"": 3.7593821400544667, ""count"": 1}, {""val"": 3.759384944435528, ""count"": 1}, {""val"": 3.759336320191231, ""count"": 1}, {""val"": 3.759385538565235, ""count"": 1}, {""val"": 3.7593278601126636, ""count"": 1}, {""val"": 3.759380897280349, ""count"": 1}, {""val"": 3.7593757537230927, ""count"": 1}, {""val"": 3.759380549030849, ""count"": 1}, {""val"": 3.7593814407919455, ""count"": 1}, {""val"": 3.759389442742258, ""count"": 1}, {""val"": 3.7593834552836913, ""count"": 1}, {""val"": 3.759337444344509, ""count"": 1}, {""val"": 3.7593804486200146, ""count"": 1}, {""val"": 3.759336916674929, ""count"": 1}, {""val"": 3.759376802130892, ""count"": 1}, {""val"": 3.7593320784412283, ""count"": 1}, {""val"": 3.7593792061899447, ""count"": 1}, {""val"": 3.759380541825277, ""count"": 1}, {""val"": 3.7593750038748928, ""count"": 1}, {""val"": 3.759382593611545, ""count"": 1}, {""val"": 3.759384299582689, ""count"": 1}, {""val"": 3.7593826417073126, ""count"": 1}, {""val"": 3.7593818001216643, ""count"": 1}, {""val"": 3.759384261106816, ""count"": 1}, {""val"": 3.7593764941046097, ""count"": 1}, {""val"": 3.7593821349246923, ""count"": 1}, {""val"": 3.7593800192877977, ""count"": 1}, {""val"": 3.7593859458888867, ""count"": 1}, {""val"": 3.759381561915346, ""count"": 1}, {""val"": 3.7593827348988054, ""count"": 1}, {""val"": 3.7593808053564546, ""count"": 1}, {""val"": 3.759335334223433, ""count"": 1}, {""val"": 3.759382867121934, ""count"": 1}, {""val"": 3.759331427389511, ""count"": 1}, {""val"": 3.7593764966001504, ""count"": 1}, {""val"": 3.759382926882352, ""count"": 1}, {""val"": 3.7593851070356754, ""count"": 1}, {""val"": 3.759327770404511, ""count"": 1}, {""val"": 3.759340320968606, ""count"": 1}, {""val"": 3.7593841728783493, ""count"": 1}, {""val"": 3.759332685108552, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds006545.v1.0.0
ds006547,0,0,0,,Unknown,Unknown,0,Unknown,18921502382.0,openneuro,Visual EEG Study (BrainVision → BIDS),eeg,"[{""val"": 64, ""count"": 31}]","[{""val"": 500.0, ""count"": 31}]",CC0,doi:10.18112/openneuro.ds006547.v1.0.0
ds006554,0,0,0,,Unknown,Unknown,0,Unknown,13015218193.0,openneuro,Social Observation EEG raw data,['eeg'],"[{""val"": 64, ""count"": 47}]","[{""val"": 500.0, ""count"": 47}]",CC0,doi:10.18112/openneuro.ds006554.v1.0.0
ds006563,0,0,0,,Unknown,Unknown,0,Unknown,6045373165.0,openneuro,Dimension-based attention modulates early visual processing,eeg,"[{""val"": 64, ""count"": 12}]","[{""val"": 500.0, ""count"": 12}]",CC0,doi:10.18112/openneuro.ds006563.v1.0.0
ds006576,0,0,0,,Unknown,Unknown,0,Unknown,498702270800.0,openneuro,The role of REM sleep in neural differentiation of memories in the hippocampus,eeg,"[{""val"": 73, ""count"": 48}]","[{""val"": 512.0, ""count"": 48}]",CC0,doi:10.18112/openneuro.ds006576.v1.0.2
ds006593,0,0,0,,Unknown,Unknown,0,Unknown,463412434.0,openneuro,cBCI Matrix Multimodal Dataset,eeg,"[{""val"": 19, ""count"": 21}]","[{""val"": 300.0, ""count"": 21}]",CC0,doi:10.18112/openneuro.ds006593.v1.0.0
ds006629,0,0,0,,Unknown,Unknown,0,Unknown,12055724574.0,openneuro,SINGSING,meg,"[{""val"": 339, ""count"": 38}]","[{""val"": 250.0, ""count"": 38}]",CC0,doi:10.18112/openneuro.ds006629.v1.0.1
